기관ID,주소,병원분류명,응급실운영여부(T/F),비고,기관설명상세,간이약도,기관명,대표전화1,응급실전화,평일진료시간,토요일진료시간,일요일진료시간,공휴일진료시간,병원경도,병원위도,진료과
A1116163,"서울특별시 강남구 논현로 838, 원방프라자, 5층일부 (신사동)",의원,F,점심시간 13:00-14:00시 평일수술: 12:00~13:00시(수술 없으면 정상진료) 토요일수술: 12:00~14:00시(수술 없으면 정상진료),"백내장/ 녹내장/ 망막질환/ 사시(소아안과)/ 안검하수, 안검내외반, 눈물길수술",압구정역 3번 출구,다빈치성형외과의원,02-3443-7585,02-490-2113,10:00~19:00,10:00~16:00,09:30~17:00,09:30~17:00,127.0286523,37.52334584,피부과
A1101723,"서울특별시 중구 장충단로13길 7, 6층 (을지로6가,을호빌딩)",의원,F,미용성형/피부미용/,목요일2.4째주만 14시부터19시진료,발산역 2번 출구,뉴페이스의원,02-2263-7515,02-490-2113,09:00~18:00,09:00~13:00,09:00~16:00,10:00~13:00,127.0081852,37.56775613,가정의학과
A1120211,"서울특별시 강남구 강남대로 408, YBM강남센터 13층 1302호 (역삼동)",의원,F,점심시간 12:30-14시,응급처치는 안됨,강남역 12번출구 바로앞,강남척앤척의원,02-416-0707,02-874-7227,10:00~20:00,10:00~14:00,10:00~17:00,09:00~18:00,127.0275393,37.49921721,가정의학과
A1100753,"서울특별시 강남구 선릉로 836, 삼원빌딩 3층 (청담동)",의원,F,점심시간 12:30-14시,응급처치는 안됨,로데오빌딩 3층,강남청담미의원,02-2051-1388,02-874-7227,10:30~20:00,10:00~17:00,10:00~17:00,09:00~18:00,127.0405321,37.52654272,가정의학과
A1117317,"서울특별시 관악구 남부순환로 1738, 2층 (봉천동)",의원,F,028888118은 다른기관 번호190726,"늘찬병원은2016.07개원하였으며,중랑구의 한단계 더 높은 의료서비스를 하기 위해 척추분야와 관절분야에 유능한 병원 입니다.",봉천역 1번 출구 앞,늘튼튼정형외과의원,02-888-8119,02-490-2113,09:00~19:00,09:00~14:30,09:00~16:00,09:30~15:00,126.9430165,37.4819722,내과
A1117478,서울특별시 노원구 화랑로 425 (공릉동),의원,F,"점심시간:평일 13시~14시, 토요일 12시30분~1시30분","소아청소년클리닉(주의력문제, ADHD, 학습장애, 틱, 인터넷중독, 언어.발달장애치료, ABA, 감각통합, 청소년 스트레스 전문치료) 성인클리닉(공황, 불안, 우울, 강박, 인터넷중독문제, 심리치료, 가족치료, 정신분석)",태릉입구역 1번 출구,닥터큐의원,02-974-6000,02-490-2113,09:30~18:30,09:00~14:30,09:30~14:00,10:00~20:00,127.0746478,37.61756982,"가정의학과,내과,안과,이비인후과,정형외과,피부과"
A1117103,"서울특별시 강남구 강남대로 458 (역삼동, 남영빌딩 6층, 5층일부)",의원,F,점심시간 13:00~14:00,"평일18시(토11:00,일12:00,공휴일11:30) 접수마감/수액처치O(주말X)/성인진료O/소아안질환O",신논현역 5번 출구 역삼우체국 건물,닥터미성형외과의원,02-6258-8880,02-490-2113,10:00~19:00,10:00~16:00,09:30~17:00,09:00~13:00,127.0257192,37.50346851,피부과
A1104496,"서울특별시 송파구 풍성로 52 (풍납동, 대아아파트)",의원,F,소아진료(4세이상)/봉합/,목요일 20시까지 야간진료/,"대아아파트 101동 상가16,17호",다사랑내과의원,02-483-8508,02-490-2113,09:00~18:30,09:00~14:00,09:30~17:00,09:30~17:00,127.1180601,37.5338239,"내과,안과,이비인후과,정형외과,피부과"
A1121625,"서울특별시 서초구 강남대로 441, 서산빌딩 10층 (서초동)",의원,F,"일요일 및 공휴일 휴진, 평일 및 토요일 점심시간 없이 진료",미용성형,"신논현역 6번출구 도보 3분, 강남역 10번출구 도보 5분",닥터쁘띠의원,02-593-3070,02-490-2113,10:30~21:00,10:30~17:00,09:00~15:00,09:00~13:00,127.0252784,37.50173693,가정의학과
A1101647,"서울특별시 서초구 서초중앙로 230, 4층 (반포동, 반포동화프라자)",의원,F,점심시간 13:00~14:00/일요일 진료는 전화 확인 후 내원 요망,"토요일(2,4주 휴진)/",연신내역 2번 출구 인근,가나이비인후과의원,02-3482-9901,02-920-5374,09:00~18:30,09:30~15:30,10:00~15:00,10:00~15:00,127.012024,37.50215709,이비인후과
A1119944,"서울특별시 은평구 통일로 730, 보광빌딩 5층 502호 (불광동)",의원,F,수액처치/상처소독/성인진료,"점심시간-12:30~13:00 토요일,공휴일 진료없음",불광역 9번 출구,다온여성의원,02-6351-0070,02-490-2113,10:00~19:00,10:00~14:00,09:30~17:00,09:00~15:00,126.9300931,37.61081531,가정의학과
A1107049,"서울특별시 영등포구 의사당대로 108, 아일렉스 4층 (여의도동)",의원,F,토요일: 첫째주 휴진,척추관절전문/점심14~15시,여의도역 6번출구 아일렉스,강남초이스정형외과의원,02-786-2200,02-874-7227,10:00~19:00,10:00~14:00,10:00~17:00,09:00~18:00,126.9239915,37.52101469,내과
A1116168,"서울특별시 구로구 남부순환로105길 42, 가리봉의원 (가리봉동)",의원,F,점심시간 13:00~14:30,"서울시 송파구 문정동 장지동 법조단지 위례 가락동 가락시장역 위치, 삼성서울병원 외래교수 출신 구강외과 전문의 진료, 진료과목 - 임플란트, 치조골 뼈이식 수술, 매복 사랑니 발치, 턱관절 악관절 질환의 치료, 교정 치료 및 기타 보존, 보철(크라운 브릿지 인레이), 신경치료",가산디지털단지역 인근/디지털단지 오거리,가리봉의원,02-851-1666,02-920-5374,09:00~18:00,09:00~12:00,09:00~15:00,09:00~15:00,126.8903782,37.47956003,내과
A1120193,"서울특별시 강남구 논현로171길 11, 3층 (신사동)",의원,F,토요일: 첫째주 휴진,척추관절전문/점심14~15시,압구정역 4번출구 인근,강남케이뷰티성형외과의원,02-517-5411,02-874-7227,10:00~19:00,10:00~14:00,10:00~17:00,09:00~18:00,127.0274087,37.52546169,피부과
A1103209,"서울특별시 노원구 한글비석로 77, 3층 (하계동)",의원,F,점심시간 13:00~14:00,"한티역2번출구앞에 위치한 연중무휴 평일 8시까지 진료/ 화, 목 밤 10시 연장진료/ 토,일,공휴일 저녁6시까지 진료하는 가정의학과의원입니다.",을지병원맞은편,365열린내과의원,02-976-3658,02-920-5374,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,127.0704667,37.63755987,가정의학과
A1121964,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 2층 209,211호 (가산동)",의원,F,평일 점심시간 13:30~14:30,정형외과,가산디지털단지역 2번출구 바로앞,가산본튼튼의원,02-855-0601,02-920-5374,09:00~21:00,09:00~14:00,09:00~15:00,09:00~15:00,126.8838717,37.48144017,정형외과
A1103093,"서울특별시 서대문구 신촌로 183, 3,4층 (대현동, 유인빌딩)",의원,F,셋째주 토요일은 휴진입니다.,강남새로이의료생활협동조합,이대역4번출구 앞,더맑은내과의원,02-312-7400,02-829-9129,09:30~17:30,09:30~12:30,10:00~17:00,10:00~17:00,126.9462506,37.55706691,내과
A1120768,"서울특별시 송파구 올림픽로 108, 맥스빌딩 3층 (잠실동)",의원,F,-수요일 야간진료는 18:30~20:30(야간진료는 예약제로만 운영) -평일 점심시간 13시~14시(토요일 점심시간 없음),토요일(휴무) 전화문의/,잠실새내역 4번출구,더블유클리닉의원,02-421-9997,02-829-9129,11:00~20:00,10:00~16:00,10:00~16:00,10:00~19:00,127.0827671,37.51142707,피부과
A1102757,"서울특별시 서초구 신반포로 45, K동 10호 (반포동, 반포동 반포상가)",의원,F,소아/봉합(구강외과)/교정/,미용진료/봉합,케이상가10호,대영의원,02-599-2519,02-829-9129,10:00~18:00,10:00~14:00,09:30~13:00,09:00~15:00,126.9890996,37.50193863,내과
A1102737,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔Ⅱ)",의원,F,"점심시간 13:00~14:30 목요일 휴무, 공휴일 또는 임시휴진시 대체진료","토요일(2,4주 휴진)/",마포역3번출구,가든내과의원,02-713-6218,02-920-5374,09:00~18:00,09:30~13:00,09:00~15:00,09:00~15:00,126.9476533,37.54033464,"가정의학과,내과,안과,이비인후과,정형외과,피부과"
A1119127,"서울특별시 서초구 고무래로 32, 2층 201호 (반포동, 반포트라이엄프메딕스빌딩)",의원,F,x-ray/봉합/물리치료,"소아가능,  전화예약후 내원해주세요",장안동삼거리 인근,대한민국의원,02-592-3579,02-829-9129,09:00~19:00,09:00~15:00,10:00~18:00,09:00~15:30,127.0121553,37.50242017,가정의학과
A1118880,"서울특별시 서초구 서초대로 274, 2층 (서초동)",의원,F,소아(협조가능아이)/ 봉합/ 교정/ 턱관절/ 자가치아이식 전문,예약제로 전화확인 필수/,교대역 9번 출구 3000타워,더나음의원,02-525-2588,02-829-9129,10:00~19:30,10:00~13:00,12:00~16:00,09:00~18:00,127.0119049,37.49281907,내과
A1121495,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 5층 (서초동)",의원,F,예약진료끝나면예정시간보다일찍진료마감,예약제로 전화확인 필수/,신논현역 4번출구,더라스의원,02-596-3838,02-829-9129,10:30~20:30,10:00~17:00,10:00~15:00,09:00~13:00,127.0244466,37.50344901,가정의학과
A1120175,"서울특별시 중랑구 사가정로 398, JS빌딩 8층 (면목동)",의원,F,점심시간 13:00~14:00,교정전문치과(다른진료 안봄)/,"2호선 교대역 4번출구 나와서 좌측골목 KM타워 3,4층",더밸런스의원,02-432-5577,02-829-9129,09:00~19:00,09:00~16:00,09:00~13:00,09:00~13:00,127.0888162,37.58028782,가정의학과
A1119667,"서울특별시 종로구 종로 22, 10층 (서린동, 인주빌딩)",의원,F,점심시간 13:00~14:00,예약제 운영,선릉역 7번출구 서울역삼성보 우편취급국 옆건물,더프리티영의원,02-3210-0300,02-829-9129,10:00~20:00,10:00~16:00,09:30~14:00,09:00~13:00,126.9796747,37.56987515,가정의학과
A1116098,서울특별시 강남구 압구정로 432 (청담동),의원,F,2014.04 개업,점심시간: 12:30 ~ 13:30 운영시간이 변경 될 수 있으니 전화 확인 후 방문,"압구정역 2,3번출구 사이 구정빌딩",더스템의원,02-511-8802,02-829-9129,09:30~19:00,09:30~15:00,10:00~12:00,10:00~12:00,127.0440799,37.52660632,내과
A1117866,"서울특별시 강남구 도산대로 111 (신사동, S-TOWER 11~12층)",의원,F,"토요일 2,5째 휴무","건강검진센터, 내과진료만 가능",시청역 9번 출구 인근,111의원,02-540-8111,02-920-5374,11:00~20:00,10:00~17:00,09:00~12:30,09:00~16:30,127.020691,37.51696119,피부과
A1100604,서울특별시 강남구 강남대로 378,의원,F,점심시간 13:00~14:00,척추관절전문/점심14~15시,강남역 3번출구/,강남코모키이비인후과의원,02-508-0075,02-874-7227,09:00~19:00,09:00~14:00,10:00~17:00,09:00~18:00,127.0288472,37.49673196,내과
A1118254,"서울특별시 서초구 강남대로 535 9층 (반포동, 프린스타워)",의원,F,일반진료만 가능,4주 일요일 진료 9:00~12:00,논현역 3번 출구,동방서시의원,02-556-1374,02-829-9129,10:00~19:00,10:00~15:00,09:30~17:00,07:00~15:00,127.0215984,37.50960884,가정의학과
A1121505,"서울특별시 금천구 두산로 70, 현대지식산업센터 109,112호 (독산동)",의원,F,점심시간 14-15시,일반내과 및 혈액투석 치료,농협백화점 건너편,독산참내과의원,02-2169-2040,02-829-9129,09:00~18:00,10:00~14:00,12:00~18:00,09:30~15:00,126.8955937,37.46892203,가정의학과
A1104645,"서울특별시 마포구 마포대로 52, 2층 202호 (도화동, 고려아카데미텔2)",의원,F,매달 :목요일휴무 3회        토요일휴무 1회         공휴일 휴진  변동가능,"토요일(2,4주 휴진)/",마포역 근처/,가든안과의원,02-717-5772,02-920-5374,09:00~18:00,09:00~12:30,09:00~15:00,09:00~15:00,126.9476398,37.54034545,안과
A1122555,"서울특별시 동작구 상도로 247, 3층 (상도동)",의원,F,점심시간 13:00~14:00,저희 치과는 임플란트 보철 사랑니수술 등 치아에 관련된 모든 치료가능합니다(교정과도 같이 있음),가좌역 4번 출구,가장편한내과의원,02-824-0011,02-920-5374,09:00~19:00,09:00~14:00,09:30~13:30,09:00~14:00,126.9462574,37.5050659,내과
A1105097,"서울특별시 마포구 마포대로 52, 201호 (도화동, 고려아카데미텔Ⅱ)",의원,F,매달 :목요일휴무 3회        토요일휴무 1회         공휴일 휴진  변동가능,"토요일(2,4주 휴진)/",마포역,가든이비인후과의원,02-701-5677,02-920-5374,09:00~19:00,09:00~15:00,09:00~15:00,09:00~15:00,126.9475628,37.54030938,이비인후과
A1101985,"서울특별시 강남구 삼성로 212  (대치동, 은마아파트)",의원,F,1째주 토요일만 진료 10:30~15:00,"건강검진센터, 내과진료만 가능",시청역 9번 출구 인근,123의원,02-567-9123,02-920-5374,10:30~18:30,10:00~17:00,09:00~12:30,09:00~16:30,127.0639608,37.49532387,피부과
A1101604,"서울특별시 서초구 잠원로3길 40, 태남홀딩스 304, 305호 (잠원동)",의원,F,평일 점심시간 13:00~14:00,척추관절전문/점심14~15시,고속터미널역 8-2번출구,강남킴스의원,02-532-5975,02-874-7227,09:00~18:00,09:00~13:00,10:00~16:00,09:00~14:00,127.00366,37.5082124,가정의학과
A1123680,"서울특별시 강남구 강남대로 476, urbanhive 9층 (논현동)",의원,F,일요일은 예약 진료만 가능,척추관절전문/점심14~15시,고속터미널역 8-2번출구,강남타임의원,02-6353-0572,02-874-7227,10:30~21:00,10:30~17:00,10:30~17:00,09:00~14:00,127.0247897,37.50490956,가정의학과
A1119153,"서울특별시 마포구 토정로 222, 2층 202호 (신수동, 한국출판협동조합)",의원,F,소아진료(협조가능시)/봉합/교정/턱관절/,내과진료 17시까지,"강남 대치동(분당선 한티역)1번 출구에서 40m위치, 강남롯데백화점 옆",디큐어피부과의원,02-719-2016,02-829-9129,10:00~18:30,10:00~14:30,10:00~15:00,09:30~17:00,126.9354251,37.54434326,가정의학과
A1117406,"서울특별시 강남구 선릉로 429, 3층 (역삼동)",의원,F,소아(협조가능)/봉합/보철/임플란트,점심시간 1~2시(토요일은 점심시간 없이 진료),KR타워 3층,라이너스의원,02-538-5545,02-829-9129,10:00~19:00,10:00~16:00,11:00~18:00,11:00~18:00,127.0493137,37.50320338,가정의학과
A1100437,"서울특별시 강남구 논현로 828 (신사동, RAPHA 빌딩, 지하1층, 지상1~6층, 8층)",의원,F,소아진료(6세이상)/봉합/,"목요일(1,3주) 20시까지 진료 토요일(2,4주) 16시까지 진료",압구정역 3번출구 을지병원방향 도보5분,라파메디앙스정형외과의원,02-2017-4000,02-829-9129,09:00~18:30,09:00~14:00,09:30~14:00,11:00~18:00,127.0285071,37.52243406,"내과,이비인후과,정형외과,피부과"
A1102939,"서울특별시 서초구 방배중앙로 208, 반포래디앙 시그니처 302호 (방배동)",의원,F,면목로 495,"환자의 삶을 우선으로 생각하는 서울라이프치과입니다. 보건복지부인증 구강악안면외과전문의가 보다 전문적인 생각과 진료로 보다 깊이있는 치과치료를 약속합니다. 환자와 공감하고 머리보다 마음이 우선이라 생각하고, 모든 분들에게 선택 받는 치과가 되겠습니다.",반포프라자 301호,라임정신건강의학과의원,02-596-3970,02-829-9129,10:00~19:00,09:00~14:00,09:30~14:00,10:00~13:00,126.9854085,37.49771006,내과
A1103329,"서울특별시 강남구 도산대로 455, 3층 (청담동,CW빌딩)",의원,F,점심시간 13:00~14:00,재활전문병원,호림아트센터2빌딩,로즈피부과의원,02-542-9900,02-829-9129,10:30~18:30,10:30~15:30,10:00~16:00,10:00~15:00,127.0463638,37.52446827,피부과
A1104288,"서울특별시 서초구 강남대로 437, 5층 (서초동)",의원,F,면목로 495,"환자의 삶을 우선으로 생각하는 서울라이프치과입니다. 보건복지부인증 구강악안면외과전문의가 보다 전문적인 생각과 진료로 보다 깊이있는 치과치료를 약속합니다. 환자와 공감하고 머리보다 마음이 우선이라 생각하고, 모든 분들에게 선택 받는 치과가 되겠습니다.",대원빌딩 6층,라임산부인과의원,02-592-7582,02-829-9129,10:00~20:00,09:30~15:30,09:30~14:00,11:00~18:00,127.0254547,37.50135125,가정의학과
